1,天,0.0,0.0,1.0,0.09488809795062322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9610104092784435,0.0,0.0,0.0,0.0,0.4343087537563943,0.9334375453931258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796201018285478,0.9469625411428547,1.0,0.9344588400144501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.028624565884907176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9097479293294303,0.4458265378182926,1.0,0.36494031173201846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19557705050407206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2783948532191921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.224413808367744,0.4719912424952978,0.13136274465610057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030427967112074343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5475075804695896,0.0,0.0,0.0,0.0,0.0,0.0
2,地,0.0,0.0,1.0,0.9886510754066273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3932623065977944,0.9262081529776093,0.0,0.0,0.19663127599669525,0.52862460408207,1.0,0.845136224654046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27879533781674604,0.0,0.0,0.043252413442573225,0.34358344744934965,0.8573619268046375,0.29979977412552067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20244405390145437,0.019791521094274563,0.0,0.0,0.0,0.0,1.0,0.8580125027377424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9180535568642448,0.0,0.0,0.0,0.0,0.17750543696509638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2745607097264876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4247017541609281,0.28898957923176577,1.0,0.4669759169612975,0.0,0.0,0.0,0.0,0.8571745014042196,0.4090687745420017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3217855590426515,0.2794990154074505,1.0,0.24055635879292686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1185338740713404,0.0,0.0,0.0,0.0,0.0256884053408586,0.0737908538974674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9906486709864347,0.0,0.0
3,玄,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05341854588756323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0715748519826692,0.07379142685366007,0.0,0.0,1.0,0.38942897701544493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5630924386124091,0.09585705389253969,0.0,0.0,0.0,0.0,1.0,0.9531710791960434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9387470548375748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33392032316339676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20119097122303578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.306694118075492,0.6454661552264639,0.2175295017578567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04048398576233216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16297586236500747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4107638546979965,0.0,0.0,0.0,0.0,0.0,0.0
4,黃,0.06260692935146427,0.12499976126698864,1.0,0.014110028851475106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01952730669400202,0.9487917133322704,0.0,0.0,1.0,0.9222521046581853,0.07227734887995231,0.9444913847130891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.423778498985147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7995989604959219,0.30303747588692803,1.0,0.09871579100106079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13435124010631636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41694746327106763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31096860453920167,0.1804980069478943,0.34019789117709226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05804937478165335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17513289166672952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5066276372015559,0.0,0.0,0.0,0.0,0.0,0.0
5,宇,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016129811893312123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3510676370752134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020516757545236824,0.0,0.0,0.0,0.0,0.3718600778390736,0.9438199141027169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.960724695157611,0.38641302040414854,0.9439704029841093,0.0,0.0,0.08664200296178895,0.055508615286910375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16170290628733883,0.39261141082830686,0.0,0.0,0.8696998482144519,0.17827510120043052,1.0,0.3749999658953572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2522104398921098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023047592449415847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831704005023651,0.24116714345300513,1.0,0.25289336167499155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37303524362203005,0.0,0.0,0.0,0.0,0.0,0.0
6,宙,0.0,0.0,1.0,0.9779348233228663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35917187124231226,0.9285834521494045,0.0,0.0,0.0,0.0,1.0,0.9614730954898912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5678842557537997,0.029758691225732624,0.0,0.0,0.0,0.0,1.0,0.18587468797612058,0.1492912104608236,0.3749998635812829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32342575101509524,0.21858350866280674,1.0,0.4626427581652675,0.0,0.0,0.0,0.0,0.5336255162433231,0.40641645810703736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6473080240788782,0.31487653330087256,1.0,0.2957691162018223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9699771309467653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20380283613307537,0.3513014142123882,0.31370054378567286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44368695583187157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8636510675296689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14589944775843147,0.0,0.0,0.0,0.0,0.0,0.0
7,洪,1.0,0.21801712427909917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3337404960627358,0.30618023495948343,1.0,0.22630341796556455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2744632921359837,0.9841830597245005,0.22741638807914552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27512532227840647,0.8524163250538146,0.7288941183173389,0.8094439391041269,0.0,0.0,1.0,0.8667396374079598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9694345950779322,0.0,0.0,0.015242798617144664,0.6762081911747834,0.2888896476998155,0.9464165903864413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.929369774715685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31144870766198895,0.8903544396508244,0.6708203234845825,0.8012081975409819,0.0,0.0,1.0,0.22741643200590972,0.2915476144988903,0.31342679693884296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.246909985319801,0.0,0.0,0.0,0.0,0.23296587476783628,0.25000003978872604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982751319756686,0.3279791997666914,1.0,0.24064881093306584,0.0,0.0,0.7058867855704758,0.2970207605822163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4185564112509606,0.11365091907948512,0.0,0.0,0.0,0.0,1.0,0.06928863379917274
8,荒,0.2319967061488188,0.0737917815415059,0.0,0.0,0.0,0.0,1.0,0.9667329700479821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.019956302560558126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.051208208537140296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3275805399123426,0.46946405487873977,0.15841836274963264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37247389220293464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18591547107913525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2460919473135087,0.2323884261342664,0.0,0.0,1.0,0.3688816435622587,0.3482918545750422,0.9428998525880057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.013391010552260482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026870425765150183,0.0,0.0,0.0,0.0,0.03542399650727407,0.19879228629052367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42620821845847845,0.0,0.0,0.0,0.0,0.08780514487317505,0.28898917198230956
9,日,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9789037183805793,0.8927174809919106,0.9941080917272741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9929830089910641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511598368311178,0.1117677146559811,1.0,0.15906880556861264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24693964416240533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2731775652017762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38162755610700455,0.43761600260594774,0.4454060269993888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6298517508806928,0.633369012453746,1.0,0.5453161881939751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.735029672033978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9334375306261716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04966298759775046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,月,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22173466047441548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16916573778015498,0.25,1.0,0.2782961845744352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3110865236099753,0.0,0.0,0.035663216979626024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03225413067460073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21101040271284108,0.04761895558253319,0.21101099653570002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27369656997134917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31381071768997043,0.3075709272883889,1.0,0.366068119732016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34055309623940877,0.1250001364184836,1.0,0.23904112676189793,0.35082356581172064,0.46858339235739954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2732385712191287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3064532068161748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
